iter	Logloss
0	0.6103981572
1	0.5428633742
2	0.4987327282
3	0.4526915279
4	0.422616117
5	0.3904403628
6	0.3733523108
7	0.3586361604
8	0.3381300764
9	0.3273384957
10	0.3185124736
11	0.3031548104
12	0.2893641676
13	0.2802121014
14	0.2738796781
15	0.2669179234
16	0.2558243355
17	0.2497687883
18	0.2409807869
19	0.2334767054
20	0.2295091798
21	0.2216029751
22	0.2154687349
23	0.2102304824
24	0.2092905436
25	0.2053875724
26	0.2015934429
27	0.1954289143
28	0.192659758
29	0.1880955759
30	0.1834473297
31	0.180843725
32	0.177132198
33	0.1745169993
34	0.170292053
35	0.1677138724
36	0.1647414364
37	0.1617350753
38	0.1593138186
39	0.156403366
40	0.1546487942
41	0.152119904
42	0.149754237
43	0.147104697
44	0.1417663141
45	0.137946155
46	0.13731541
47	0.1353756918
48	0.134009296
49	0.1319746272
50	0.1309157112
51	0.1296412777
52	0.1264228053
53	0.1240398505
54	0.1220291858
55	0.1214853958
56	0.1211796639
57	0.118060034
58	0.1145931792
59	0.1136059909
60	0.1120929072
61	0.1109902972
62	0.1097190547
63	0.1080738902
64	0.1071488509
65	0.1058176319
66	0.102157626
67	0.1009942107
68	0.1001036281
69	0.09995862414
70	0.09832074909
71	0.09502068571
72	0.09432451512
73	0.09260041723
74	0.09122078038
75	0.08961801536
76	0.08854158909
77	0.08660745044
78	0.08652879017
79	0.08509485485
80	0.08422797571
81	0.08183582467
82	0.07955405891
83	0.07833986033
84	0.07648200288
85	0.07640905703
86	0.07524537154
87	0.07430558753
88	0.07233133056
89	0.07199514733
90	0.07119352357
91	0.069601505
92	0.06837642865
93	0.06681703825
94	0.06675412808
95	0.06583150873
96	0.06443328389
97	0.06436857308
98	0.06318494796
99	0.06310912756
100	0.06188789757
101	0.06123906443
102	0.05993894929
103	0.05879694293
104	0.05751261799
105	0.05715243813
106	0.05710690426
107	0.05607364579
108	0.05601961096
109	0.05516848303
110	0.05443245718
111	0.05430368057
112	0.05373456269
113	0.05280621464
114	0.05248343157
115	0.05167290016
116	0.05162556698
117	0.05148524286
118	0.05145292771
119	0.05125634387
120	0.05121390456
121	0.05046775844
122	0.05031670166
123	0.04920198155
124	0.04865221577
125	0.04737612107
126	0.04661241457
127	0.0460930161
128	0.0460187189
129	0.04516079842
130	0.04499309785
131	0.04495857921
132	0.04461830201
133	0.04353307766
134	0.04290194698
135	0.04285372396
136	0.04199655748
137	0.04197498197
138	0.04126527399
139	0.04065375583
140	0.04027241743
141	0.03969641838
142	0.03925297462
143	0.03887710097
144	0.03830657724
145	0.03756414223
146	0.03709705535
147	0.03707996733
148	0.03684356734
149	0.03643332149
150	0.03625175499
151	0.03589955607
152	0.03524066362
153	0.03455120596
154	0.03410425059
155	0.03408130868
156	0.03362135167
157	0.03322206199
158	0.03320881381
159	0.03288329006
160	0.03255072557
161	0.03228148523
162	0.03171501094
163	0.03169675658
164	0.03143157612
165	0.03118237783
166	0.03095318418
167	0.03042960945
168	0.03041468817
169	0.03014643281
170	0.03009701362
171	0.02965543195
172	0.02964469246
173	0.02924416575
174	0.02923083752
175	0.02888955421
176	0.02884154974
177	0.02848760563
178	0.02833082512
179	0.02800724802
180	0.02776312564
181	0.02746882237
182	0.02708640709
183	0.02680388956
184	0.02640828684
185	0.0261788084
186	0.02594832585
187	0.02567723796
188	0.02545695371
189	0.02531653978
190	0.02525858484
191	0.02524450099
192	0.02523052731
193	0.02493014307
194	0.02476718054
195	0.0244670524
196	0.02414099013
197	0.02413207992
198	0.02412370681
199	0.02404090032
200	0.02382832948
201	0.02349399055
202	0.02335428535
203	0.02322417647
204	0.0230314694
205	0.02294607448
206	0.02293528852
207	0.02280001891
208	0.02278171405
209	0.02273832049
210	0.0225247352
211	0.02237118421
212	0.02210813272
213	0.02191522256
214	0.02172765992
215	0.02147934527
216	0.02128806813
217	0.02108983135
218	0.02108369967
219	0.02094768452
220	0.0208212332
221	0.02068604742
222	0.02062048366
223	0.02045235086
224	0.02028096816
225	0.02004907046
226	0.0200416525
227	0.01985022472
228	0.01984357062
229	0.0198086694
230	0.01960521542
231	0.01959986356
232	0.0194737828
233	0.01929618833
234	0.01912955001
235	0.0191048135
236	0.01896697278
237	0.01888286759
238	0.0187465901
239	0.01862498241
240	0.0185371566
241	0.01853388541
242	0.0184242224
243	0.01841910909
244	0.01831579184
245	0.01831043227
246	0.0182266116
247	0.01821599449
248	0.01817145457
249	0.01800313951
250	0.01785431948
251	0.01784877147
252	0.01769825466
253	0.0176247337
254	0.01743684459
255	0.01734210529
256	0.01718129622
257	0.01708916247
258	0.01690558164
259	0.01679607164
260	0.01670646474
261	0.01660210923
262	0.01659763434
263	0.0165919036
264	0.01648316092
265	0.01638831642
266	0.01638259705
267	0.01613920048
268	0.01605897338
269	0.01603930839
270	0.0159425737
271	0.01583350887
272	0.01571188796
273	0.01563757187
274	0.01559027742
275	0.01551947135
276	0.01542956976
277	0.01526209508
278	0.01507760464
279	0.01500888745
280	0.01486883129
281	0.01471302355
282	0.01464606651
283	0.01460529741
284	0.0146003868
285	0.014516649
286	0.01449759458
287	0.01438579549
288	0.01438227042
289	0.01437906463
290	0.01428959273
291	0.01422979194
292	0.01422532319
293	0.01411937333
294	0.01402031551
295	0.01389427726
296	0.01383368762
297	0.01383053507
298	0.01373538245
299	0.01365399665
